,Sample,Study,ERBB2,EGFR
6470,TCGA-BA-4074-01,TCGA,10.14,12.41
6471,TCGA-EJ-A7NJ-01,TCGA,13.6,12.54
6472,TARGET-10-PANSHK-04,TARGET,10.3,8.81
6473,TCGA-60-2710-01,TCGA,12.64,13.67
6474,TCGA-QQ-A8VB-01,TCGA,12.64,11.85
6475,GTEX-14BIN-0011-R11a-SM-5SI79,GTEX,8.772,9.186
6476,GTEX-12ZZX-2926-SM-5GCOQ,GTEX,9.493,10.22
6477,TCGA-BP-4347-01,TCGA,11.66,14.66
6478,TCGA-F7-8489-01,TCGA,12.47,13.51
6479,TARGET-20-PAMYGX-09,TARGET,7.558,2.072
6480,GTEX-11I78-0126-SM-5HL6F,GTEX,12.07,11.33
6481,TCGA-VQ-AA64-01,TCGA,13.49,11.75
6482,GTEX-11NV4-2326-SM-5BC4X,GTEX,10.67,9.96
6483,TCGA-DM-A280-01,TCGA,12.76,11.18
6484,TCGA-D8-A1XG-01,TCGA,12.28,10.51
6485,TCGA-AA-3713-01,TCGA,12.83,11.61
6486,GTEX-11ONC-1126-SM-5GU6G,GTEX,12.24,11.31
6487,TCGA-FS-A4F2-06,TCGA,10.28,5.222
6488,TCGA-55-8301-01,TCGA,13.18,12.55
6489,TCGA-4V-A9QX-01,TCGA,10.29,11.0
6490,TCGA-06-0174-01,TCGA,9.624,12.19
6491,TCGA-S9-A6WI-01,TCGA,9.592,11.91
6492,TCGA-AB-2924-03,TCGA,7.352,1.188
6493,GTEX-ZT9X-0526-SM-5GCOP,GTEX,12.84,12.63
6494,GTEX-Y8DK-0826-SM-4TT3T,GTEX,9.253,10.57
6495,GTEX-ZF29-1926-SM-5S2P1,GTEX,12.73,13.06
6496,TCGA-DD-AACC-01,TCGA,11.65,11.43
6497,GTEX-ZPCL-0008-SM-4WWAU,GTEX,11.32,13.29
6498,GTEX-14BIM-0011-R3b-SM-5S2RL,GTEX,9.138,9.716
6499,TCGA-DQ-7593-01,TCGA,13.1,13.17
6500,TCGA-UZ-A9Q1-01,TCGA,12.44,12.79
6501,TCGA-C8-A8HQ-01,TCGA,13.88,10.22
6502,TCGA-DB-A64S-01,TCGA,10.02,12.87
6503,GTEX-13O3Q-0326-SM-5L3FE,GTEX,11.19,10.78
6504,TCGA-WB-A81Q-01,TCGA,8.909,6.443
6505,TCGA-D3-A8GM-06,TCGA,11.4,5.984
6506,TCGA-DA-A1I5-06,TCGA,8.504,7.753
6507,GTEX-1313W-0226-SM-5LZV7,GTEX,10.15,11.81
6508,TCGA-CV-5434-01,TCGA,12.07,12.62
6509,GTEX-131XF-2226-SM-5EQKG,GTEX,10.82,13.03
6510,GTEX-QVJO-0126-SM-3GIK4,GTEX,9.76,10.79
6511,TCGA-44-A4SU-01,TCGA,13.84,13.44
6512,GTEX-12WSD-1826-SM-5GCOA,GTEX,13.65,12.89
6513,GTEX-13JVG-0226-SM-5J1MW,GTEX,9.776,11.11
6514,GTEX-REY6-1126-SM-48FDU,GTEX,12.17,11.84
6515,TARGET-10-PAPGFP-04,TARGET,7.129,0.0
6516,GTEX-13FLV-0426-SM-5KLZA,GTEX,11.22,11.9
6517,GTEX-113IC-0426-SM-5HL5O,GTEX,11.15,11.19
6518,TARGET-10-PAPGFP-09,TARGET,8.621,4.048
6519,TCGA-VS-A9UR-01,TCGA,14.0,11.92
6520,TCGA-E2-A15M-01,TCGA,14.25,10.86
6521,GTEX-11EQ9-1826-SM-5Q5AJ,GTEX,11.3,12.76
6522,GTEX-Z93S-1326-SM-5CVMR,GTEX,11.34,10.95
6523,GTEX-117YW-1926-SM-5H121,GTEX,13.26,11.19
6524,GTEX-T6MN-0011-R7A-SM-5CHSP,GTEX,0.0,0.0
6525,GTEX-Y8DK-0011-R11A-SM-4SOK2,GTEX,7.905,8.974
6526,TCGA-A8-A083-01,TCGA,13.96,5.185
6527,GTEX-139TT-2226-SM-5LZWO,GTEX,11.26,10.43
6528,TCGA-CQ-6223-01,TCGA,13.16,13.78
6529,GTEX-11TT1-1126-SM-5P9GV,GTEX,12.98,11.32
6530,GTEX-146FQ-1226-SM-5QGQ4,GTEX,12.28,11.2
6531,GTEX-147F4-0006-SM-5O99T,GTEX,9.805,7.242
6532,TCGA-DA-A95Z-06,TCGA,10.93,4.752
6533,TCGA-CW-6090-01,TCGA,9.991,12.91
6534,TCGA-FG-6692-01,TCGA,11.43,16.98
6535,TCGA-39-5019-01,TCGA,12.54,13.03
6536,GTEX-13X6K-0011-R2b-SM-5P9K3,GTEX,12.55,11.48
6537,TCGA-EV-5903-01,TCGA,13.69,12.88
6538,GTEX-12WSH-0226-SM-5GCOG,GTEX,12.77,12.32
6539,TCGA-DZ-6131-01,TCGA,12.61,11.57
6540,TCGA-EI-6884-01,TCGA,13.42,11.49
6541,TCGA-D7-6818-01,TCGA,11.5,10.17
6542,GTEX-ZEX8-2226-SM-57WC6,GTEX,12.31,12.41
6543,GTEX-QLQW-1526-SM-2S1QV,GTEX,11.21,12.36
6544,GTEX-1399Q-2426-SM-5J2MO,GTEX,9.635,10.84
6545,TCGA-OR-A5K9-01,TCGA,7.135,11.64
6546,TARGET-20-PAPWHS-09,TARGET,2.586,3.616
6547,TCGA-D7-A4YY-01,TCGA,14.04,11.98
6548,GTEX-YFCO-0826-SM-5LUAG,GTEX,12.38,10.71
6549,TCGA-MH-A854-01,TCGA,14.28,11.1
6550,TCGA-R8-A6YH-01,TCGA,9.86,14.06
6551,GTEX-WYVS-2526-SM-3NMAT,GTEX,12.77,12.46
6552,TCGA-E2-A15I-11,TCGA,10.76,13.65
6553,TCGA-FY-A3R6-01,TCGA,12.77,11.93
6554,TCGA-EJ-7785-01,TCGA,13.11,12.92
6555,TCGA-G9-A9S4-01,TCGA,12.65,11.2
6556,GTEX-XUJ4-0226-SM-4BOP8,GTEX,9.869,10.09
6557,TCGA-VP-A87B-01,TCGA,14.5,12.32
6558,GTEX-QXCU-0926-SM-48FEP,GTEX,11.97,12.3
6559,TCGA-ER-A2NC-06,TCGA,12.3,11.88
6560,TCGA-06-5417-01,TCGA,7.698,13.82
6561,TARGET-30-PASSWW-01,TARGET,9.236,6.28
6562,GTEX-SE5C-1026-SM-4BRUG,GTEX,11.14,12.02
6563,TCGA-25-1625-01,TCGA,12.92,12.39
6564,TCGA-ZM-AA0F-01,TCGA,10.86,8.669
6565,TCGA-75-7025-01,TCGA,12.93,13.31
6566,GTEX-1497J-0326-SM-5Q5CN,GTEX,11.95,12.43
6567,TCGA-69-7765-01,TCGA,13.09,12.82
6568,GTEX-QV31-0126-SM-447BP,GTEX,9.68,9.32
6569,TCGA-EE-A2A0-06,TCGA,9.57,10.48
6570,TCGA-DD-A1EF-01,TCGA,9.49,12.71
6571,TCGA-OR-A5LM-01,TCGA,7.669,11.16
6572,TCGA-VD-A8KD-01,TCGA,11.23,7.224
6573,GTEX-14A5H-0726-SM-5Q5DW,GTEX,12.85,11.31
6574,GTEX-13113-1626-SM-5EQ4I,GTEX,12.94,14.07
6575,TCGA-CV-6938-01,TCGA,12.16,12.75
6576,GTEX-WEY5-0001-SM-3P61Z,GTEX,8.902,5.128
6577,TCGA-WB-A81E-01,TCGA,8.896,7.401
6578,GTEX-YFC4-2926-SM-5IFJ8,GTEX,11.33,11.67
6579,TCGA-26-5134-01,TCGA,9.816,11.35
6580,GTEX-11P82-0326-SM-5HL51,GTEX,9.668,11.78
6581,GTEX-WWYW-0011-R5A-SM-3NB3E,GTEX,10.35,10.87
6582,GTEX-14BMU-0006-SM-5MR3T,GTEX,6.841,4.014
6583,TCGA-OR-A5KZ-01,TCGA,8.558,10.34
6584,TCGA-AC-A3TN-01,TCGA,14.57,6.974
6585,TCGA-DD-A73A-01,TCGA,12.84,12.59
6586,GTEX-13FLW-0011-R1b-SM-5LZX2,GTEX,9.424,9.671
6587,TCGA-56-8629-01,TCGA,13.35,11.87
6588,GTEX-PWCY-1026-SM-48TD4,GTEX,12.58,11.4
6589,GTEX-XUZC-1326-SM-4BRV2,GTEX,13.34,11.6
6590,GTEX-1399R-1726-SM-5K7YJ,GTEX,13.16,10.1
6591,GTEX-ZYFC-0726-SM-5E448,GTEX,12.54,12.16
6592,TARGET-21-PATJMY-09,TARGET,4.318,0.0
6593,TCGA-AB-2874-03,TCGA,7.557,2.622
6594,GTEX-S32W-1526-SM-4AD6Z,GTEX,11.19,11.61
6595,TCGA-A3-A8OW-01,TCGA,12.7,12.55
6596,TCGA-DJ-A2PN-01,TCGA,14.35,13.44
6597,TCGA-V4-A9F5-01,TCGA,11.5,7.012
6598,TCGA-B0-4822-01,TCGA,11.35,13.06
6599,TCGA-QR-A70V-01,TCGA,8.207,4.106
6600,TCGA-BP-4334-01,TCGA,12.76,11.08
6601,TCGA-HC-A6AQ-01,TCGA,13.61,10.95
6602,TCGA-05-4433-01,TCGA,13.59,11.44
6603,TCGA-EB-A5UL-06,TCGA,9.694,5.403
6604,TCGA-SA-A6C2-01,TCGA,8.461,6.593
6605,TCGA-EL-A3GU-01,TCGA,13.46,12.39
6606,GTEX-13RTJ-2126-SM-5S2PZ,GTEX,11.7,10.84
6607,TCGA-B8-4619-11,TCGA,12.74,10.95
6608,GTEX-VJWN-0726-SM-3GIJ8,GTEX,11.56,12.58
6609,GTEX-13U4I-0426-SM-5LU4W,GTEX,12.31,11.95
6610,TCGA-DS-A3LQ-01,TCGA,13.21,11.68
6611,TCGA-91-6829-11,TCGA,12.17,11.52
6612,TCGA-XF-A9SU-01,TCGA,13.89,11.29
6613,TCGA-55-8508-01,TCGA,13.44,12.73
6614,GTEX-NL3H-0011-R7a-SM-2I3G5,GTEX,10.37,11.91
6615,TCGA-BC-A10S-01,TCGA,13.52,11.82
6616,TCGA-DK-A3WY-01,TCGA,11.11,11.28
6617,GTEX-13CF3-0826-SM-5LZYZ,GTEX,10.6,11.38
6618,TCGA-AB-2939-03,TCGA,9.011,3.154
6619,GTEX-11I78-2426-SM-5A5K9,GTEX,11.5,11.38
6620,TCGA-CJ-4642-01,TCGA,12.68,10.6
6621,GTEX-11GSO-0005-SM-5O9CA,GTEX,8.75,5.031
6622,GTEX-13QJC-0011-R2b-SM-5PNUN,GTEX,11.13,11.6
6623,GTEX-R55G-1026-SM-48FDI,GTEX,13.64,12.82
6624,TCGA-B6-A0IC-01,TCGA,13.76,4.34
6625,GTEX-11GSP-2226-SM-5HL5Q,GTEX,11.73,12.01
6626,GTEX-12BJ1-0826-SM-5EQ5P,GTEX,9.162,12.17
6627,GTEX-147JS-2626-SM-5S2UX,GTEX,11.53,11.22
6628,TCGA-IQ-A61E-01,TCGA,11.76,13.48
6629,TCGA-H6-A45N-01,TCGA,12.86,11.24
6630,TCGA-F2-A44G-01,TCGA,13.3,11.1
6631,TCGA-G9-7523-01,TCGA,12.85,11.63
6632,TCGA-56-A5DR-01,TCGA,12.31,13.05
6633,GTEX-ZDYS-2026-SM-5HL5L,GTEX,13.47,13.91
6634,TCGA-QH-A65S-01,TCGA,9.885,13.54
6635,TCGA-V4-A9EM-01,TCGA,11.58,6.841
6636,TCGA-XF-A9SL-01,TCGA,14.21,10.43
6637,GTEX-13NYS-1626-SM-5J2MU,GTEX,11.64,11.17
6638,GTEX-NFK9-0726-SM-2HMJW,GTEX,12.95,12.09
6639,TCGA-5N-A9KM-01,TCGA,13.72,12.6
6640,GTEX-YJ8A-1126-SM-5IFJU,GTEX,12.45,13.02
6641,GTEX-11EMC-2926-SM-5EQ4F,GTEX,12.59,13.22
6642,GTEX-11EI6-2626-SM-5PNVT,GTEX,11.55,11.16
6643,TARGET-50-PAJPEW-01,TARGET,11.45,11.44
6644,GTEX-145MH-3126-SM-5S2QT,GTEX,11.18,10.42
6645,TCGA-24-1431-01,TCGA,16.0,7.905
6646,TCGA-ER-A196-01,TCGA,12.4,12.1
6647,TARGET-20-PARUBT-09,TARGET,5.631,2.549
6648,TCGA-D5-6920-01,TCGA,12.83,11.99
6649,TCGA-QK-A6VB-01,TCGA,12.62,12.3
6650,TCGA-TK-A8OK-01,TCGA,13.07,12.04
6651,TCGA-2Y-A9H7-01,TCGA,10.79,11.54
6652,TCGA-EJ-7325-01,TCGA,13.69,10.54
6653,GTEX-NPJ8-2026-SM-3TW91,GTEX,11.92,11.22
6654,GTEX-146FQ-0526-SM-5LU9I,GTEX,11.11,12.29
6655,GTEX-ZEX8-1426-SM-4WKHQ,GTEX,13.46,12.94
6656,TCGA-A8-A092-01,TCGA,14.4,7.881
6657,TCGA-CQ-7067-01,TCGA,12.37,14.26
6658,GTEX-OHPL-2526-SM-3MJGT,GTEX,12.32,12.78
6659,TCGA-D8-A1XS-01,TCGA,14.45,8.855
6660,TCGA-AA-3502-01,TCGA,13.15,11.88
6661,GTEX-RTLS-1226-SM-46MUP,GTEX,12.02,12.16
6662,TCGA-HC-8257-01,TCGA,12.81,11.81
6663,GTEX-117YW-1526-SM-5EGGP,GTEX,11.12,9.667
6664,GTEX-ZDXO-0126-SM-5S2ND,GTEX,10.21,11.91
6665,GTEX-U8XE-2026-SM-5CHQF,GTEX,0.0,0.0
6666,GTEX-131XE-1226-SM-5EGKF,GTEX,11.72,11.62
6667,TCGA-O9-A75Z-01,TCGA,14.05,12.85
6668,TCGA-L5-A4OJ-01,TCGA,13.45,18.35
6669,GTEX-13VXT-0226-SM-5LU9Q,GTEX,9.217,12.08
6670,GTEX-11UD2-0005-SM-5NQ9B,GTEX,7.933,3.459
6671,GTEX-XBED-2026-SM-4AT5D,GTEX,11.44,10.0
6672,TCGA-IN-8663-11,TCGA,13.44,12.86
6673,GTEX-ZTTD-0001-SM-4YCD5,GTEX,8.508,6.983
6674,TCGA-DK-AA6T-01,TCGA,10.94,8.007
6675,GTEX-WHSB-1226-SM-4M1XR,GTEX,12.6,10.93
6676,GTEX-PVOW-0011-R3A-SM-32PKX,GTEX,7.765,9.978
6677,TCGA-HU-A4HB-01,TCGA,12.94,11.47
6678,TCGA-EE-A2MT-06,TCGA,11.25,7.136
6679,TARGET-20-PARBIU-04,TARGET,6.438,0.0
6680,GTEX-117XS-0005-SM-5PNU6,GTEX,9.748,2.556
6681,GTEX-1211K-1226-SM-5EQ4N,GTEX,10.47,12.77
6682,TCGA-FC-A4JI-01,TCGA,13.11,13.31
6683,TCGA-WK-A8XO-01,TCGA,11.67,10.31
6684,GTEX-13X6J-0826-SM-5LU32,GTEX,12.79,11.42
6685,TCGA-50-5044-01,TCGA,10.85,10.8
6686,TCGA-BH-A18Q-01,TCGA,12.82,11.1
6687,GTEX-V1D1-2026-SM-3GAF4,GTEX,12.94,13.25
6688,GTEX-ZQUD-1526-SM-51MRE,GTEX,11.87,10.24
6689,TCGA-A7-A13E-11,TCGA,12.17,12.71
6690,GTEX-ZYWO-0926-SM-5E43J,GTEX,11.55,12.59
6691,TCGA-EB-A5KH-06,TCGA,12.58,5.772
6692,GTEX-WYBS-1626-SM-4ONCA,GTEX,11.91,12.27
6693,TCGA-RW-A685-01,TCGA,8.605,8.768
6694,TCGA-AO-A12B-01,TCGA,12.41,6.313
6695,TCGA-BR-A4CS-01,TCGA,12.82,9.273
6696,GTEX-139T6-0526-SM-5IJC9,GTEX,10.12,12.43
6697,GTEX-ZG7Y-0006-SM-4WWEA,GTEX,8.124,5.16
6698,TARGET-20-PAPWYK-09,TARGET,5.861,0.0
6699,GTEX-14753-0226-SM-5Q5CH,GTEX,12.6,11.82
6700,TCGA-FF-8042-01,TCGA,8.472,5.45
6701,TCGA-CG-5723-01,TCGA,11.37,11.22
6702,TCGA-A8-A09E-01,TCGA,14.53,7.215
6703,TCGA-76-4925-01,TCGA,11.6,13.36
6704,GTEX-13NYB-0926-SM-5IFFA,GTEX,13.46,11.95
6705,TCGA-ZJ-AAXU-01,TCGA,12.02,12.26
6706,TCGA-05-4384-01,TCGA,14.29,11.18
6707,GTEX-ZVT3-2826-SM-5GU6A,GTEX,11.77,11.43
6708,TCGA-EW-A1P3-01,TCGA,14.51,9.09
6709,TCGA-E5-A4TZ-01,TCGA,14.43,13.27
6710,TCGA-2H-A9GL-01,TCGA,10.91,13.46
6711,TARGET-10-PARDWE-03,TARGET,11.92,0.0
6712,TCGA-25-1328-01,TCGA,13.07,11.85
6713,GTEX-132NY-0726-SM-5KLZM,GTEX,10.98,10.38
6714,TCGA-E2-A1LS-11,TCGA,9.835,13.47
6715,TCGA-DJ-A3UM-01,TCGA,14.19,13.28
6716,TCGA-FD-A43N-01,TCGA,14.43,12.16
6717,TCGA-38-4626-11,TCGA,12.11,11.27
6718,TCGA-50-6593-01,TCGA,13.41,12.91
6719,TCGA-O1-A52J-01,TCGA,13.41,13.28
6720,TCGA-TM-A84H-01,TCGA,10.31,14.57
6721,TCGA-DI-A1BU-01,TCGA,13.2,9.512
6722,GTEX-ZGAY-1326-SM-5S2NS,GTEX,11.2,12.39
6723,TCGA-CR-6472-01,TCGA,12.5,12.39
6724,TCGA-VS-A9UY-01,TCGA,12.36,17.81
6725,TCGA-B0-4718-01,TCGA,11.36,12.99
6726,TCGA-N8-A4PP-01,TCGA,13.3,11.2
6727,TCGA-OD-A75X-06,TCGA,10.31,6.956
6728,TCGA-AA-A01X-01,TCGA,13.36,10.27
6729,GTEX-13PL7-2326-SM-5L3FY,GTEX,11.51,11.45
6730,TCGA-BP-4330-01,TCGA,12.23,15.35
6731,TCGA-05-4422-01,TCGA,13.01,11.02
6732,TCGA-B0-5692-01,TCGA,12.62,13.22
6733,TCGA-DB-A64V-01,TCGA,9.935,11.7
6734,GTEX-144GM-0926-SM-5O994,GTEX,9.128,12.41
6735,GTEX-11DXX-1626-SM-5H11H,GTEX,12.74,11.11
6736,TCGA-EE-A17Z-06,TCGA,11.57,9.236
6737,GTEX-13CF3-0426-SM-5IJEU,GTEX,11.44,10.93
6738,GTEX-11TTK-2426-SM-5PNYO,GTEX,11.69,12.04
6739,TCGA-BH-A0C3-11,TCGA,13.27,13.52
6740,TCGA-EL-A3GQ-01,TCGA,13.44,13.57
6741,GTEX-146FR-0126-SM-5Q5F3,GTEX,11.85,11.74
6742,TARGET-10-PARSGC-03,TARGET,8.51,0.0
6743,GTEX-WOFM-1926-SM-4OOSP,GTEX,13.45,11.45
6744,TCGA-AO-A12F-01,TCGA,13.28,10.53
6745,GTEX-YEC4-1726-SM-4W21E,GTEX,13.11,11.56
6746,TCGA-MQ-A4LI-01,TCGA,12.05,11.87
6747,GTEX-Y111-0008-SM-4SOJ3,GTEX,11.88,12.15
6748,TCGA-DX-A3U9-01,TCGA,10.5,11.96
6749,TCGA-DD-A114-01,TCGA,10.02,12.4
6750,TCGA-CK-5913-01,TCGA,13.19,11.56
6751,TCGA-X7-A8D9-01,TCGA,11.54,12.45
6752,TCGA-28-2510-01,TCGA,10.16,13.59
6753,TCGA-EW-A1P6-01,TCGA,13.3,8.181
6754,GTEX-12BJ1-2626-SM-5FQUF,GTEX,13.01,12.91
6755,TCGA-S9-A7R8-01,TCGA,9.667,15.1
6756,TCGA-GM-A2DF-01,TCGA,12.2,10.3
6757,TARGET-20-PASHYZ-04,TARGET,5.897,2.417
6758,GTEX-11ZVC-0126-SM-5986G,GTEX,12.85,11.48
6759,TCGA-E2-A14X-01,TCGA,12.91,10.52
6760,GTEX-XBED-1026-SM-48TCB,GTEX,13.29,12.71
6761,TCGA-KP-A3W4-01,TCGA,18.21,11.08
6762,TCGA-BJ-A45E-01,TCGA,11.59,11.51
6763,TCGA-HI-7169-01,TCGA,12.61,9.753
6764,TCGA-CH-5753-01,TCGA,13.44,12.76
6765,GTEX-13CF3-0626-SM-5J1NO,GTEX,12.16,11.92
6766,TCGA-BR-8080-01,TCGA,12.22,12.06
6767,TCGA-AR-A2LN-01,TCGA,13.58,11.36
6768,GTEX-PWCY-2226-SM-2S1OP,GTEX,12.23,12.4
6769,GTEX-132QS-1826-SM-5IFFN,GTEX,12.59,11.71
6770,GTEX-13FTW-0426-SM-5K7X2,GTEX,10.3,12.55
6771,TCGA-AB-2846-03,TCGA,7.572,4.18
6772,TCGA-AJ-A3BG-01,TCGA,13.63,8.938
6773,TCGA-5N-A9KI-01,TCGA,14.94,12.04
6774,TCGA-29-1783-01,TCGA,14.0,10.64
6775,GTEX-131XH-0426-SM-5DUWU,GTEX,11.73,11.98
6776,TCGA-13-1501-01,TCGA,12.65,9.577
6777,GTEX-R55F-0011-R8A-SM-2TF4F,GTEX,9.497,8.648
6778,TCGA-A8-A09Q-01,TCGA,12.9,8.606
6779,TCGA-AC-A2FF-01,TCGA,14.2,11.79
6780,GTEX-Y9LG-0126-SM-5Q59W,GTEX,9.183,11.33
6781,TCGA-ZJ-AAXA-01,TCGA,13.18,11.89
6782,GTEX-139TS-0011-R2b-SM-5J1MX,GTEX,9.344,9.667
6783,TCGA-BH-A0BW-11,TCGA,12.74,12.25
6784,TCGA-4X-A9FC-01,TCGA,9.943,11.26
6785,TCGA-4N-A93T-01,TCGA,13.71,11.32
6786,TCGA-W5-AA30-01,TCGA,13.33,11.99
6787,TCGA-FY-A3R9-01,TCGA,12.2,10.7
6788,GTEX-131XE-1426-SM-5HL7V,GTEX,13.57,12.49
6789,TARGET-20-PATELT-03,TARGET,6.792,0.0
6790,TCGA-BH-A18J-01,TCGA,13.4,8.22
6791,TCGA-2K-A9WE-01,TCGA,12.66,11.58
6792,GTEX-POMQ-2126-SM-2S1OJ,GTEX,12.89,12.13
6793,TCGA-61-1917-01,TCGA,13.24,9.66
6794,TCGA-H2-A421-01,TCGA,13.31,11.49
6795,TCGA-YZ-A980-01,TCGA,11.62,9.804
6796,TCGA-AK-3460-01,TCGA,12.0,14.35
6797,GTEX-144GN-2326-SM-5LU4F,GTEX,13.09,13.33
6798,TCGA-KN-8423-01,TCGA,13.46,13.44
6799,TCGA-D3-A1Q8-06,TCGA,12.22,9.117
6800,TCGA-DJ-A3UZ-01,TCGA,13.66,12.43
6801,GTEX-14DAR-1426-SM-5RQIR,GTEX,13.31,11.74
6802,TCGA-L5-A4OF-01,TCGA,13.68,14.58
6803,GTEX-XPVG-0626-SM-4B65B,GTEX,10.38,11.0
6804,TCGA-EK-A2RO-01,TCGA,12.46,11.95
6805,GTEX-1399S-0326-SM-5IFFS,GTEX,12.07,11.93
6806,TCGA-VQ-A927-01,TCGA,13.65,12.47
6807,TCGA-77-6845-01,TCGA,12.68,15.05
6808,TCGA-C8-A12W-01,TCGA,13.81,9.232
6809,GTEX-11ZVC-2526-SM-5FQTE,GTEX,13.27,13.61
6810,GTEX-WYJK-1626-SM-3NM9J,GTEX,12.95,12.56
6811,TCGA-A2-A0YJ-01,TCGA,16.3,12.46
6812,GTEX-ZDXO-0011-R1a-SM-4WKF4,GTEX,10.28,10.62
6813,GTEX-12WSE-0926-SM-5S2VX,GTEX,12.77,10.31
6814,TCGA-CN-4723-01,TCGA,12.51,14.39
6815,TCGA-VM-A8C9-01,TCGA,11.5,9.924
6816,GTEX-RU72-0226-SM-46MUD,GTEX,11.97,10.73
6817,TARGET-20-PANLIZ-09,TARGET,6.071,1.488
6818,TCGA-BP-5169-01,TCGA,10.8,13.51
6819,TCGA-WD-A7RX-01,TCGA,13.19,11.71
6820,GTEX-X585-0226-SM-4QAS2,GTEX,13.36,13.83
6821,TCGA-DD-AACO-01,TCGA,11.87,12.24
6822,GTEX-11ZUS-2726-SM-5FQUA,GTEX,11.19,8.58
6823,GTEX-131XH-0126-SM-5LZUY,GTEX,13.5,13.43
6824,TARGET-20-PANLIZ-04,TARGET,6.772,1.478
6825,GTEX-T5JW-0008-SM-4DM5X,GTEX,10.89,12.53
6826,TCGA-D3-A8GE-06,TCGA,11.79,11.57
6827,TCGA-G3-A3CI-01,TCGA,11.8,11.31
6828,TCGA-DU-7019-01,TCGA,9.971,13.21
6829,TCGA-IB-7893-01,TCGA,12.51,12.27
6830,TCGA-S9-A7R4-01,TCGA,9.72,13.55
6831,TCGA-ED-A4XI-01,TCGA,12.03,12.71
6832,TCGA-S9-A7J3-01,TCGA,10.47,13.51
6833,TCGA-MY-A913-01,TCGA,12.35,13.17
6834,TCGA-A3-A8OX-01,TCGA,12.28,13.13
6835,TCGA-24-1549-01,TCGA,13.26,8.83
6836,TARGET-20-PASCGR-03,TARGET,6.57,1.269
6837,TCGA-HC-7740-01,TCGA,12.69,13.56
6838,TCGA-DD-A3A4-11,TCGA,10.99,11.35
6839,TCGA-BT-A20Q-11,TCGA,10.76,12.07
6840,GTEX-1399S-0926-SM-5PNVQ,GTEX,11.59,10.8
6841,TCGA-D5-5539-01,TCGA,13.44,11.23
6842,GTEX-13FHO-0011-R3b-SM-5K7YA,GTEX,12.02,12.12
6843,GTEX-R55E-0011-R5A-SM-2TC5N,GTEX,10.25,11.47
6844,TCGA-ND-A4WA-01,TCGA,14.68,8.75
6845,TCGA-J7-8537-01,TCGA,13.0,11.86
6846,GTEX-13S7M-0005-SM-5NQ76,GTEX,9.349,3.23
6847,GTEX-RU72-0011-R5A-SM-2TF6U,GTEX,10.54,11.27
6848,TCGA-VQ-AA6K-01,TCGA,13.91,12.26
6849,TCGA-10-0938-01,TCGA,12.4,9.048
6850,TCGA-30-1718-01,TCGA,13.65,9.298
6851,TCGA-D8-A1XD-01,TCGA,14.09,9.986
6852,GTEX-14ICL-0006-SM-5SIAB,GTEX,10.17,4.339
6853,TCGA-KK-A7B2-01,TCGA,13.3,11.66
6854,GTEX-PWN1-0626-SM-48TDT,GTEX,13.62,12.49
6855,TCGA-TM-A84L-01,TCGA,9.898,13.23
6856,GTEX-11P81-2526-SM-5GU6H,GTEX,10.09,9.978
6857,TCGA-24-2280-01,TCGA,12.66,11.5
6858,TCGA-DJ-A4UW-01,TCGA,13.48,12.4
6859,GTEX-13O61-2526-SM-5J1O8,GTEX,12.24,11.96
6860,TCGA-C8-A1HN-01,TCGA,14.09,6.935
6861,TCGA-EX-A1H5-01,TCGA,13.14,11.78
6862,TCGA-E9-A1RD-11,TCGA,11.77,13.43
6863,TCGA-66-2734-01,TCGA,11.76,13.6
6864,TCGA-A2-A259-01,TCGA,12.71,10.71
6865,GTEX-X4XY-0011-R8A-SM-46MVC,GTEX,8.669,9.923
6866,TCGA-ZN-A9VW-01,TCGA,11.71,13.6
6867,GTEX-12WSC-0011-R9a-SM-5GU4U,GTEX,10.81,9.626
6868,TCGA-IQ-A61J-01,TCGA,12.75,13.7
6869,TCGA-BP-4160-01,TCGA,11.03,13.92
6870,TARGET-10-PAPZST-04,TARGET,4.915,0.0
6871,GTEX-U4B1-1626-SM-3DB8N,GTEX,10.48,11.68
6872,TCGA-AZ-6603-11,TCGA,12.37,11.55
6873,TARGET-10-PAPZST-09,TARGET,8.165,0.0
6874,TCGA-EL-A4KH-01,TCGA,13.92,11.62
6875,TCGA-E1-A7YH-01,TCGA,10.09,14.46
6876,GTEX-11LCK-0726-SM-5PNYC,GTEX,12.87,11.76
6877,GTEX-13OVL-0011-R1a-SM-5L3H5,GTEX,10.34,10.43
6878,TCGA-A4-7997-01,TCGA,13.28,12.21
6879,TCGA-QG-A5YV-01,TCGA,12.62,11.18
6880,GTEX-ZVZP-2626-SM-51MR4,GTEX,13.12,12.83
6881,TCGA-DQ-5625-01,TCGA,11.84,12.76
6882,TCGA-06-5413-01,TCGA,11.08,16.8
6883,TARGET-10-PASHUI-09,TARGET,9.627,3.57
6884,TCGA-CV-A45X-01,TCGA,12.85,14.58
6885,GTEX-W5WG-1026-SM-4LMIF,GTEX,11.9,12.19
6886,TCGA-KL-8329-11,TCGA,13.32,11.72
6887,TCGA-ET-A2MZ-01,TCGA,14.21,13.07
6888,GTEX-13NYB-0126-SM-5J1MD,GTEX,13.62,13.53
6889,TCGA-CZ-5458-01,TCGA,12.55,14.91
6890,GTEX-ZC5H-1626-SM-5HL7L,GTEX,10.76,11.88
